term,definition,source_glossary,math_area,scope,extraction_method,section,term_wikilink,is_stub,has_math,has_disambiguation,line_number,definition_wikilinks_count
Laskerian ring,A Laskerian ring is a ring in which any ideal has a primary decomposition.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,890,1
length,The length of a module is the length of any composition series.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,894,2
linearly disjoint,Two subfields of a field extension K over a field k are called linearly disjoint if the natural map from their tensor product over k to the subfield of K they generate is an isomorphism.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,900,1
linked,A relation between ideals in a Gorenstein ring.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,904,0
linkage,A relation between ideals in a Gorenstein ring.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,905,0
local,A local ring is a ring with just one maximal ideal. In older books it is sometimes also assumed to be Noetherian.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,909,1
localization,A local ring is a ring with just one maximal ideal. In older books it is sometimes also assumed to be Noetherian.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,910,1
locally,A local ring is a ring with just one maximal ideal. In older books it is sometimes also assumed to be Noetherian.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,911,1
lying over property,An extension of rings has the lying over property if the corresponding map between their prime spectra is surjective.,Glossary of commutative algebra,algebra,primary,template,L,,False,False,False,927,0
Macaulay,Named after Francis Sowerby Macaulay,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,936,1
Matlis,Named after Eben Matlis,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,946,1
maximal,A maximal ideal is a maximal element of the set of proper ideals of a ring.,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,954,1
minimal,A minimal prime of an ideal is a minimal element of the set of prime ideals containing it.,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,960,1
miracle,"Miracle flatness is another name for Hironaka's criterion, which says that a local ring that is finite over a regular local ring is Cohen-Macaulay if and only if it is a flat module.",Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,970,2
Mittag-Leffler condition,The Mittag-Leffler condition is a condition on an inverse system of modules that ensures the vanishing of the first derived functor of the inverse limit.,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,973,1
modular system,An archaic term for an ideal,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,977,0
monomial,A product of powers of generators of an algebra,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,981,0
Mori domain,A Mori domain is an integral domain satisfying the ascending chain conditions on integral divisorial ideals.,Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,985,1
multiplicative subset,A subset of a ring closed under multiplication,Glossary of commutative algebra,algebra,primary,template,M,multiplicative subset,False,False,False,989,0
multiplicity,"The multiplicity of a module M at a prime ideal p or a ring R is the number of times R/p occurs in M, or more precisely the length of the localization Mp as a module over Rp.",Glossary of commutative algebra,algebra,primary,template,M,,False,False,False,993,0
N-1,An N-1 ring is an integral domain whose integral closure in its quotient field is a finitely generated module.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1004,1
N-2,"An N-2 ring is the same as a Japanese ring, in other words an integral domain whose integral closure in any finite extension of its quotient field is a finitely generated module.",Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1008,1
Nagata ring,A Nagata ring is a Noetherian universally Japanese ring. These are also called pseudo-geometric rings.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1012,1
Nakayama's lemma,"Nakayama's lemma states that if a finitely generated module M is equal to IM where I is the Jacobson radical, then M is zero.",Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1016,1
neat,"Occasionally used to mean ""unramified"".",Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1021,0
nilpotent,Some power is zero. Can be applied to elements of a ring or ideals of a ring. See nilpotent.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1025,1
nilradical,The nilradical of a ring is the ideal of nilpotent elements.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1029,1
Noether,Named after Emmy Noether,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1033,1
Noetherian,Named after Emmy Noether,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1034,1
normal,A normal domain is an integral domain that is integrally closed in its quotient field.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1045,1
normally flat,A module M over a ring R is called normally flat along an ideal I if the R/I-module ⊕InM/In+1M is flat.,Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1051,0
Nullstellensatz,"German for ""zero locus theorem"".",Glossary of commutative algebra,algebra,primary,template,N,,False,False,False,1055,0
orientation,An orientation of a module over a ring R is an isomorphism from the highest non-zero exterior power of the module to R.,Glossary of commutative algebra,algebra,primary,template,O,,False,False,False,1066,0
parafactorial,A Noetherian local ring R is called parafactorial if it has depth at least 2 and the Picard group Pic(Spec(R) − m) of its spectrum with the closed point m removed is trivial.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1075,3
parameter,See #system of parameters.,Glossary of commutative algebra,algebra,primary,template,P,,True,False,False,1079,1
perfect,"In non-commutative ring theory, perfect ring has an unrelated meaning.",Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1083,1
Pic,The Picard group Pic(R) of a ring R is the group of isomorphism classes of finite projective modules of rank 1.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1093,1
Picard group,The Picard group Pic(R) of a ring R is the group of isomorphism classes of finite projective modules of rank 1.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1094,1
PID,Abbreviation for principal ideal domain.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1098,1
place,A place of a field K with values in a field L is a map from K∪∞ to L∪∞ preserving addition and multiplication and 1.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1102,1
presentable,A presentable ring is one that is a quotient of a regular ring.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1106,0
prime,A prime ideal is a proper ideal whose complement is closed under multiplication.,Glossary of commutative algebra,algebra,primary,template,P,,False,False,False,1110,1
